site,date,latitude,longitude,SST
Fisherman Bay,03/24/13,48.525,-122.925,6.7
Fisherman Bay,03/25/13,48.525,-122.925,7.9
Fisherman Bay,03/26/13,48.525,-122.925,7.48
Fisherman Bay,03/27/13,48.525,-122.925,9.13
Fisherman Bay,03/28/13,48.525,-122.925,8.96
Fisherman Bay,03/29/13,48.525,-122.925,8.75
Fisherman Bay,03/30/13,48.525,-122.925,10.03
Fisherman Bay,03/31/13,48.525,-122.925,8.86
Fisherman Bay,04/01/13,48.525,-122.925,9.65
Fisherman Bay,04/02/13,48.525,-122.925,8.71
Fisherman Bay,04/03/13,48.525,-122.925,8.8
Fisherman Bay,04/04/13,48.525,-122.925,8.15
Fisherman Bay,04/05/13,48.525,-122.925,8.19
Fisherman Bay,04/06/13,48.525,-122.925,8.67
Fisherman Bay,04/07/13,48.525,-122.925,8.44
Fisherman Bay,04/08/13,48.525,-122.925,8
Fisherman Bay,04/09/13,48.525,-122.925,8.31
Fisherman Bay,04/10/13,48.525,-122.925,8.97
Fisherman Bay,04/11/13,48.525,-122.925,8.28
Fisherman Bay,04/12/13,48.525,-122.925,8.32
Fisherman Bay,04/13/13,48.525,-122.925,7.5
Fisherman Bay,04/14/13,48.525,-122.925,8.36
Fisherman Bay,04/15/13,48.525,-122.925,7
Fisherman Bay,04/16/13,48.525,-122.925,7.84
Fisherman Bay,04/17/13,48.525,-122.925,8.56
Fisherman Bay,04/18/13,48.525,-122.925,8.41
Fisherman Bay,04/19/13,48.525,-122.925,8.43
Fisherman Bay,04/20/13,48.525,-122.925,8.07
Fisherman Bay,04/21/13,48.525,-122.925,10.25
Fisherman Bay,04/22/13,48.525,-122.925,8.8
Fisherman Bay,04/23/13,48.525,-122.925,9.3
Fisherman Bay,04/24/13,48.525,-122.925,9.39
Fisherman Bay,04/25/13,48.525,-122.925,9.3
Fisherman Bay,04/26/13,48.525,-122.925,9.28
Fisherman Bay,04/27/13,48.525,-122.925,8.63
Fisherman Bay,04/28/13,48.525,-122.925,8.45
Fisherman Bay,04/29/13,48.525,-122.925,7.38
Fisherman Bay,04/30/13,48.525,-122.925,8.98
Fisherman Bay,05/01/13,48.525,-122.925,9.32
Fisherman Bay,05/02/13,48.525,-122.925,9.37
Fisherman Bay,05/03/13,48.525,-122.925,9.89
Fisherman Bay,05/04/13,48.525,-122.925,10.56
Fisherman Bay,05/05/13,48.525,-122.925,10.57
Fisherman Bay,05/06/13,48.525,-122.925,10.21
Fisherman Bay,05/07/13,48.525,-122.925,12.43
Fisherman Bay,05/08/13,48.525,-122.925,11.09
Fisherman Bay,05/09/13,48.525,-122.925,10.46
Fisherman Bay,05/10/13,48.525,-122.925,11.48
Fisherman Bay,05/11/13,48.525,-122.925,10.94
Fisherman Bay,05/12/13,48.525,-122.925,9.49
Fisherman Bay,05/13/13,48.525,-122.925,9.32
Fisherman Bay,05/14/13,48.525,-122.925,9.72
Fisherman Bay,05/15/13,48.525,-122.925,10.83
Fisherman Bay,05/16/13,48.525,-122.925,11.8
Fisherman Bay,05/17/13,48.525,-122.925,10.86
Fisherman Bay,05/18/13,48.525,-122.925,9.57
Fisherman Bay,05/19/13,48.525,-122.925,11.62
Fisherman Bay,05/20/13,48.525,-122.925,11.44
Fisherman Bay,05/21/13,48.525,-122.925,9.77
Fisherman Bay,05/22/13,48.525,-122.925,9.83
Fisherman Bay,05/23/13,48.525,-122.925,10.84
Fisherman Bay,05/24/13,48.525,-122.925,12.04
Fisherman Bay,05/25/13,48.525,-122.925,10.95
Fisherman Bay,05/26/13,48.525,-122.925,11.16
Fisherman Bay,05/27/13,48.525,-122.925,9.58
Fisherman Bay,05/28/13,48.525,-122.925,9.13
Fisherman Bay,05/29/13,48.525,-122.925,9.16
Fisherman Bay,05/30/13,48.525,-122.925,9.33
Fisherman Bay,05/31/13,48.525,-122.925,11.47
Fisherman Bay,06/01/13,48.525,-122.925,12.26
Fisherman Bay,06/02/13,48.525,-122.925,12.71
Fisherman Bay,06/03/13,48.525,-122.925,11.67
Fisherman Bay,06/04/13,48.525,-122.925,12.61
Fisherman Bay,06/05/13,48.525,-122.925,12.39
Fisherman Bay,06/06/13,48.525,-122.925,11.17
Fisherman Bay,06/07/13,48.525,-122.925,11.88
Fisherman Bay,06/08/13,48.525,-122.925,11.67
Fisherman Bay,06/09/13,48.525,-122.925,12.92
Fisherman Bay,06/10/13,48.525,-122.925,11.68
Fisherman Bay,06/11/13,48.525,-122.925,12.21
Fisherman Bay,06/12/13,48.525,-122.925,10.67
Fisherman Bay,06/13/13,48.525,-122.925,11.63
Fisherman Bay,06/14/13,48.525,-122.925,11.66
Fisherman Bay,06/15/13,48.525,-122.925,10.54
Fisherman Bay,06/16/13,48.525,-122.925,11.14
Fisherman Bay,06/17/13,48.525,-122.925,13.5
Fisherman Bay,06/18/13,48.525,-122.925,13.95
Fisherman Bay,06/19/13,48.525,-122.925,13.85
Fisherman Bay,06/20/13,48.525,-122.925,11.77
Fisherman Bay,06/21/13,48.525,-122.925,12.42
Fisherman Bay,06/22/13,48.525,-122.925,12.03
Fisherman Bay,06/23/13,48.525,-122.925,12.72
Fisherman Bay,06/24/13,48.525,-122.925,10.54
Fisherman Bay,06/26/13,48.525,-122.925,172.2
Fisherman Bay,06/27/13,48.525,-122.925,10.54
Fisherman Bay,06/28/13,48.525,-122.925,11.46
Fisherman Bay,06/29/13,48.525,-122.925,12.71
Fisherman Bay,06/30/13,48.525,-122.925,11.37
Fisherman Bay,07/01/13,48.525,-122.925,15.37
Fisherman Bay,07/02/13,48.525,-122.925,15.85
Fisherman Bay,07/03/13,48.525,-122.925,14.71
Fisherman Bay,07/04/13,48.525,-122.925,13.78
Fisherman Bay,07/05/13,48.525,-122.925,13.22
Fisherman Bay,07/06/13,48.525,-122.925,14.5
Fisherman Bay,07/07/13,48.525,-122.925,13.94
Fisherman Bay,07/08/13,48.525,-122.925,14.09
Fisherman Bay,07/09/13,48.525,-122.925,14.09
Fisherman Bay,07/10/13,48.525,-122.925,14.09
Fisherman Bay,07/11/13,48.525,-122.925,12.73
Fisherman Bay,07/12/13,48.525,-122.925,11.99
Fisherman Bay,07/13/13,48.525,-122.925,12.31
Fisherman Bay,07/14/13,48.525,-122.925,12.86
Fisherman Bay,07/15/13,48.525,-122.925,13.47
Fisherman Bay,07/16/13,48.525,-122.925,12.9
Fisherman Bay,07/17/13,48.525,-122.925,15.95
Fisherman Bay,07/18/13,48.525,-122.925,14.37
Fisherman Bay,07/19/13,48.525,-122.925,14.82
Fisherman Bay,07/20/13,48.525,-122.925,16.19
Fisherman Bay,07/21/13,48.525,-122.925,15.56
Fisherman Bay,07/22/13,48.525,-122.925,14.81
Fisherman Bay,07/23/13,48.525,-122.925,15.22
Fisherman Bay,07/24/13,48.525,-122.925,15.9
Fisherman Bay,07/25/13,48.525,-122.925,15.38
Fisherman Bay,07/26/13,48.525,-122.925,14.86
Fisherman Bay,07/27/13,48.525,-122.925,13.58
Fisherman Bay,07/28/13,48.525,-122.925,12.84
Fisherman Bay,07/29/13,48.525,-122.925,14.14
Fisherman Bay,07/30/13,48.525,-122.925,13.08
Fisherman Bay,07/31/13,48.525,-122.925,13.96
Fisherman Bay,08/01/13,48.525,-122.925,12.25
Fisherman Bay,08/02/13,48.525,-122.925,11.81
Fisherman Bay,08/03/13,48.525,-122.925,11.47
Fisherman Bay,08/04/13,48.525,-122.925,11.57
Fisherman Bay,08/05/13,48.525,-122.925,12
Fisherman Bay,08/06/13,48.525,-122.925,11.23
